,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,ROAD_IMPACT_FEE,MF_RT_BASED_FEE,DIFF_MF_vs_RF,YEAR
16,1,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,10303829.85,602413.4745871201,64201.99968,2016
17,1,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,0.0,627521.422136,82390.6048,2016
18,1,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,488965.42870000005,284.1876680000023,2016
19,1,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,5816474.92,863720.84019571,1783.7939100000003,2016
20,1,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,2754039.14,3091624.26048,4586.589810000005,2016
21,1,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,19593.78,20237.786058,8623.102824000001,2016
22,1,In,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,0.0,2539526.9451860003,-8380.498000000001,2016
23,1,In,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,25453.15577,179.46924600000148,2016
24,1,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,52383.79,338978.74468500004,0.07415000000401051,2016
25,1,In,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,270310.12,642819.9400000001,292.0118240000029,2016
26,1,In,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,84295.887536,-48596.22232,2016
27,2,In,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,8347.5,-292300.016274,48864.94984,2016
28,2,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,2240066.67,394743.015569,-20226.533344,2016
29,2,In,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,0.0,542419.500252,20338.384528,2016
30,2,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,617218.8200000001,-97632.80170000001,-42063.50941600001,2016
31,2,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,62668.31999999999,-93267.23280000001,42063.477092,2016
32,2,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,968469.87,5763002.91,99132.19256600003,2016
33,2,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,423577.36,506336.75064,-52176.09627,2016
34,2,In,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,496285.83999999997,3202254.16,-23010.936270000002,2016
35,2,In,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,30.89,152975.844,-19931.009188,2016
36,2,In,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,49152.18000000001,103704.601,-24415.831832000003,2016
37,2,In,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,0.0,12321.840006000002,20041.232806,2016
38,2,In,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,10293.14,25968.614,26347.452684,2016
39,2,In,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,329131.73,313794.558,53134.70575000001,2016
40,2,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,1587.39,-12908.696416000003,53134.70575000001,2016
41,2,In,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,13370.6,16241.741880000001,-550233.0619999999,2016
42,2,In,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,0.0,-1680599.2908390001,-106248.249044,2016
43,2,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,2446933.46,-230345.61741660011,189972.92160000003,2016
44,2,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,16146.06,-24974.644695,136629.885,2016
45,2,In,0.0,710-03,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,1523187.14,1433051.0629890002,474427.17,2016
46,2,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,13069.48,1870198.478267,-15924.692710000001,2016
47,2,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,3214893.8200000003,735317.6190965499,15924.644750000003,2016
48,2,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1696570.58,669506.517792,-33850.748972,2016
49,2,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,4.6499999999999995,681667.866978,-32565.9348814,2016
50,2,In,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,189290.49,484223.02097400004,39921.98070000001,2016
51,2,In,0.0,841-00,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,99184.69,196276.674888,33164.255215000005,2016
52,2,In,0.0,841-01,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,14290.519999999999,14760.180904000003,-104192.870076,2016
53,2,In,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,137251.5,300972.52899,105921.572092,2016
54,2,In,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,-5878.132106000001,3059.0206080000007,2016
55,2,In,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,-144763.62060999998,-3059.0048041,2016
56,2,In,0.0,931-01,Quality Restaurant/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,0.0,744573.424,-126294.612162,2016
57,2,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,624136.48,502980.14998,126294.98515200001,2016
58,2,In,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,282514.18999999994,1441138.44,-63592.70923800001,2016
59,2,In,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,58058.270000000004,59966.45109,141555.90155,2016
60,2,In,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,137102.62,219725.44417599996,-34061.546200000004,2016
61,2,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,80657.87999999999,-21206.766000000003,34687.345,2016
62,2,Out,0.0,130-00,Industrial Park,LIGHT MANUFACTURING,Industrial/Manufacturing,sq. ft.,0.0,719966.961434,-20181.78888,2016
63,2,Out,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,73296.19,35682.244815,20181.728000000003,2016
64,2,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,4201029.14,1988973.9090734804,-947640.929244,2016
65,2,Out,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,429224.62,696126.341092,1061975.45111,2016
66,2,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,555975.42,19107.53544,-29026.624990800003,2016
67,2,Out,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,289983.41,471514.40784,29559.924730000002,2016
68,2,Out,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,197520.82,3401900.25,28.678572000000145,2016
69,2,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,200208.93,312996.978,-4170.080868000001,2016
70,2,Out,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,297519.92000000004,2452692.3752800003,4193.140966,2016
71,2,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,43114.5,1639026.9000000004,-29543.547429000002,2016
72,2,Out,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,8105.240000000001,31909.108,29706.9179855,2016
73,2,Out,0.0,480-00,Amusement Park,TOURIST ATTRACTIONS,Other,acre,0.0,17157.201250000002,33225.880086000005,2016
74,2,Out,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,52550.41,54277.28636400001,-32803.5792,2016
75,2,Out,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,0.28,13420.022,1184.8677314000015,2016
76,2,Out,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,0.0,25132.631999999998,-70795.39381,2016
77,2,Out,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,0.0,0.0,461.22279000000003,2016
78,2,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,11761.0,159564.37544250002,9360.279242999999,2016
79,2,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,5320.82,20772.333036000004,66642.24,2016
80,2,Out,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,164148.12,4407121.939185,-3391587.0406800006,2016
81,2,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,140434.397726,-738367.43925,2016
82,2,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,6956530.46,338315.38853700005,4513415.026995,2016
83,2,Out,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,1334109.7000000002,1072712.21969065,-275835.73185000004,2016
84,2,Out,0.0,710-03,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,0.0,-110337.21759879001,-81722.706688,2016
85,2,Out,0.0,710-04,"General Office Building [200,001-300,000]","OFFICE, MULTI-STORY",Office,sq. ft.,0.0,-117092.015271,83302.8,2016
86,2,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,3860.44,-94504.09475499995,-5931.612799999999,2016
87,2,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,2879201.69,-521344.27695021,26413.486399999998,2016
88,2,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,859672.07,1248398.4191616,1738.8481720000054,2016
89,2,Out,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,552.2700000000001,570.4250804000003,27005.692504000002,2016
90,2,Out,0.0,820-08,"Shopping Center/General Retail [600,001-800,000]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,30599.38,41816.561094000004,-21206.766,2016
91,2,Out,0.0,841-00,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,470320.935714,-34354.90956,2016
92,2,Out,0.0,841-01,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,143754.88573600003,-25141.494000000006,2016
93,2,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,15656.449999999999,62503.132125000004,66221.29500000001,2016
94,2,Out,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,66459.455342,90514.59628600001,2016
95,2,Out,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,-1044513.2729920001,-20525.482026,2016
96,2,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,155124.96,1207457.5000284999,-116529.56628600002,2016
97,2,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,0.0,774716.04,47395.52685000001,2016
98,2,Out,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,159706.71000000002,229031.716914,64363.83493400001,2016
99,2,Out,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,464888.987584,-61679.520000000004,2016
100,2,Out,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,0.0,-21206.766,-74360.829312,2016
101,3,In,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,43205.89,-62712.35951400001,71676.66835,2016
102,3,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,5568225.72,4080394.18113222,-10124.360411200001,2016
103,3,In,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,22885.74,656755.429092,10235.6318596,2016
104,3,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,2886106.56,439738.85018,6159.000242000001,2016
105,3,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,443802.85000000003,787170.104,-6159.037359720001,2016
106,3,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1513297.5,1783699.05,-23381.534810000005,2016
107,3,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,0.0,79920.47,23381.522955,2016
108,3,In,0.0,253-00,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,245786.97,253865.28300000002,104545.77188800002,2016
109,3,In,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,-74347.74900000007,-104104.57260000001,2016
110,3,In,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,213841.537,-0.01671199999691453,2016
111,3,In,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,749157.88,-151568.263,-69591.82074000001,2016
112,3,In,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,0.0,5616.239328000001,77511.35007,2016
113,3,In,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,15372.5,15877.75,-132038.18503,2016
114,3,In,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,0.0,0.0,135946.735575,2016
115,3,In,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,0.0,48741.0,-682927.799348,2016
116,3,In,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,0.0,230611.395,682927.8750000001,2016
117,3,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,156754.28,255852.71056799998,22659.574624000117,2016
118,3,In,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,230935.66999999998,238525.07238000003,23586.164168000105,2016
119,3,In,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,320837.36664,-713380.772234,2016
120,3,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,6689394.51,1027482.2630772002,24772.205600000103,2016
121,3,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,410011.12,201699.20862,719966.961434,2016
122,3,In,0.0,710-02,"General Office Building [100,001-150,000]",PROFESSIONAL BUILDING,Office,sq. ft.,0.0,2003758.4054740001,-39646.198482,2016
123,3,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,7148502.34644,40594.226911,2016
124,3,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,296346.83,153130.1503256,-39339.86912,2016
125,3,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,17958.43,241139.26932900003,40280.56676,2016
126,3,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,-1.4551915228366852e-11,-221023.510378,2016
127,3,In,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,4618319.25,9825681.296074001,227694.32,2016
128,3,In,0.0,820-05,"Shopping Center/General Retail [300,001-400,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,0.0,-1104980.2418071202,-128890.10097400002,2016
129,3,In,0.0,820-08,"Shopping Center/General Retail [600,001-800,000]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,37086.0,42560.94841600023,138375.567547,2016
130,3,In,0.0,841-00,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,65961.43,758791.8191490001,267.50627299999996,2016
131,3,In,0.0,841-01,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,666404.4337720001,51.02827000000025,2016
132,3,In,0.0,880-00,Pharmacy/Drugstore w/o Drive-Thru,"STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,5378.569350000001,-235247.780462,2016
133,3,In,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,23325.89,68708.23806000002,240167.71497600002,2016
134,3,In,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,17057.841687600005,0.0008139999999912106,2016
135,3,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,111075.23274400001,-13548.101882,2016
136,3,In,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,0.0,35270.76,13883.800000000001,2016
137,3,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,71498.09,22429.721999999994,21162.197445999947,2016
138,3,Out,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,106323.28,145298.1026,284.1639546000006,2016
139,3,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,15835740.079999998,15589340.434220001,-13816.031447999998,2016
140,3,Out,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,82532.73999999999,85244.176185,13883.800000000001,2016
141,3,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,6609112.25,6762855.416170001,-612504.426799,2016
142,3,Out,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,2349637.9299999997,3343798.024,710244.9900000001,2016
143,3,Out,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1686270.3,3630141.06,-108520.30606599999,2016
144,3,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,35279.85,123700.46332000001,-109317.59104999999,2016
145,3,Out,0.0,253-00,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,0.0,5401.389000000001,2424.389835000009,2016
146,3,Out,0.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,0.0,15047.676000000003,111581.07275,2016
147,3,Out,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,2657314.3010400003,4986.807829999976,2016
148,3,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,570750.18,589509.1020000001,110918.35171199999,2016
149,3,Out,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,0.0,-16975.819726,2016
150,3,Out,0.0,490-00,Tennis Courts,OUTDOOR RECREATIONAL,Other,court,0.0,89213.754,17157.201250000002,2016
151,3,Out,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,0.0,0.0,2397.071526999993,2016
152,3,Out,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,1343.84,14770.0,360791.24,2016
153,3,Out,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,13421.87,27035.008,-31299.550145999998,2016
154,3,Out,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,0.0,65357.25,220663.8,2016
155,3,Out,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,1004728.7200000001,1688953.931,51008.07547299999,2016
156,3,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,44068.35,98773.753183,-37976.465961,2016
157,3,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,9150.78,1342.5827643899975,-22169.11054,2016
158,3,Out,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,207488.69,237523.76681600002,22214.08,2016
159,3,Out,0.0,620-00,Nursing Home,"SANITARIUM, CONVALESCENT & REST HOME",Other,bed,529413.1699999999,540079.8200000001,-151969.022314,2016
160,3,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,212321.25499200003,-63243.791499,2016
161,3,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,2163867.34,1491501.2045806602,-34799.768332,2016
162,3,Out,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,1184546.6800000002,-808693.151826,252798.65268,2016
163,3,Out,0.0,710-02,"General Office Building [100,001-150,000]",PROFESSIONAL BUILDING,Office,sq. ft.,0.0,946622.7259300001,-571308.2986549999,2016
164,3,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,41170.39,386479.946454,-68790.623643,2016
165,3,Out,0.0,813-00,Discount Superestore (Free standing),"WHOLESALE, PRODUCE, MFG",Commercial/Retail,sq. ft.,0.0,19.124196,-16760.996000000003,2016
166,3,Out,0.0,816-00,Hardware/Paint Store/Pool Suply,"STORES, ONE STORY",Commercial/Retail,sq. ft.,25.84,13.805519,698768.7,2016
167,3,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,920976.95,23312.744131109997,-24250.25918,2016
168,3,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,2420911.66,746978.3669740001,48593.3,2016
169,3,Out,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,742372.81,1165365.4304320002,-153618.31887000002,2016
170,3,Out,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,330678.89999999997,341547.56138503004,-478887.746925,2016
171,3,Out,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,3382164.56,4196231.3300250005,3622.987500000003,2016
172,3,Out,0.0,841-01,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,30659.38876,640794.16065,2016
173,3,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,287960.83,370915.12549,-44986.45953074,2016
174,3,Out,0.0,881-00,Pharmacy/Drugstore w/ Drive-Thru,"STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,167093.73373,44986.597453,2016
175,3,Out,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,125743.81,129876.4253864,-180619.45059199998,2016
176,3,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,20435.62,483487.644829,184359.25816,2016
177,3,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,0.0,395112.2700000001,-100992.122586,2016
