,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
69,2,Out,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,2609644.5,5262042.839743136,268701.19,4230.3244196898395,2154.2044196898387,2015
70,2,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,152251.524,289762.25755552546,122843.93,4230.3244196898395,1750.7844196898395,2015
71,2,Out,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,239164.5,372793.36826502497,39745.340000000004,2115.1622098449197,1077.1022098449198,2015
72,2,Out,0.0,253-00,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,19686.85,36807.49504530679,0.0,4230.3244196898395,2920.764419689839,2015
73,2,Out,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,338818.024,604357.2028052968,52203.96,4230.3244196898395,2920.764419689839,2015
74,2,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,31441.5,42772.64927099226,0.0,4230.3244196898395,2920.764419689839,2015
75,2,Out,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-58625.15449999999,-41026.73877776712,0.0,-4230.3244196898395,-10737.544419689839,2015
76,2,Out,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,1603.5165000000002,1296.4242589055448,269.96000000000004,-4230.3244196898395,-10737.544419689839,2015
77,2,Out,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,20060.0,361749.1503365759,114965.92,4230.3244196898395,2154.2044196898387,2015
78,2,Out,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,27738.9,95193.61900523602,0.0,0.0,0.0,2015
79,2,Out,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,29529.850000000006,27741.649082513555,0.0,4230.3244196898395,1750.7844196898395,2015
80,2,Out,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,5975.5,3840.0153122201536,7598.0199999999995,-4230.3244196898395,-10737.544419689839,2015
81,2,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,37536.1275,36104.19622506527,10654.380000000001,0.0,0.0,2015
82,2,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,40319.07425,448207.8671728516,0.0,0.0,0.0,2015
83,2,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,44265.54945,38536.36088927927,0.0,4230.3244196898395,2920.764419689839,2015
84,2,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,402605.9748,716313.3395361393,903755.12,0.0,0.0,2015
85,2,Out,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,-465755.2305,-940436.093718432,2380.28,4230.3244196898395,1750.7844196898395,2015
86,2,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,251796.5625,177733.62782957254,9183.89,4230.3244196898395,1750.7844196898395,2015
87,2,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,248896.39927099997,430862.8623895934,2844880.26,0.0,0.0,2015
88,2,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-151049.67839999998,-186774.50671671447,405367.83999999997,-2115.1622098449197,-9817.47220984492,2015
89,2,Out,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1352.69,1309.4725454562426,2048.14,-4230.3244196898395,-41042.63441968984,2015
90,2,Out,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,17695.997,41001.18711861579,26793.890000000003,-4230.3244196898395,-10602.274419689838,2015
91,2,Out,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,8457.33578,17940.36844083902,12805.41,-4230.3244196898395,-10692.864419689839,2015
92,2,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,519692.16495,233299.3285290894,1172345.71,4230.3244196898395,8457.344419689838,2015
93,2,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,244494.0,140254.76529952686,0.0,0.0,0.0,2015
94,2,Out,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,2411.8613999999943,4397.120796924573,3450.1,4230.3244196898395,8457.344419689838,2015
95,2,Out,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,-59268.79999999999,-162971.17683726555,0.0,0.0,0.0,2015
96,2,Out,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,24408.6,68340.70096242729,0.0,0.0,0.0,2015
97,3,In,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-644.9578999999994,8.580924952060741,0.0,0.0,0.0,2015
98,3,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,1822809.9159,1293283.5366169305,5597797.46,0.0,0.0,2015
99,3,In,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,151146.3676,194804.69320483744,184700.0,3384.259535751872,1723.3695357518718,2015
100,3,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,645012.8694999999,1296958.8086155877,982806.73,4230.3244196898395,2920.764419689839,2015
101,3,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,794535.936,1851801.92865468,904111.28,0.0,0.0,2015
102,3,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,396040.5,854306.4703075956,424440.27,0.0,0.0,2015
103,3,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,3122.8999999999987,6355.914322354487,21158.45,-4230.3244196898395,-10737.544419689839,2015
104,3,In,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,265082.7,444002.91587014194,432890.20999999996,0.0,0.0,2015
105,3,In,0.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,-63831.600000000006,-130155.24209599628,0.0,0.0,0.0,2015
106,3,In,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,2690819.5,5349814.300952432,2411386.65,0.0,0.0,2015
107,3,In,0.0,480-00,Amusement Park,TOURIST ATTRACTIONS,Other,acre,10442.675,6421.22791717533,13278.17,0.0,0.0,2015
108,3,In,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,86297.80720000001,75258.3685439152,2856.6600000000003,0.0,0.0,2015
109,3,In,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,143616.0,531886.340539937,182611.97,0.0,0.0,2015
110,3,In,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,33150.0,33584.22842974121,0.0,0.0,0.0,2015
111,3,In,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,107321.595,1287060.5101014427,0.0,0.0,0.0,2015
112,3,In,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,91513.0264,112339.46070623035,130906.36,0.0,0.0,2015
113,3,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,369809.84544000006,726200.7506340259,848842.1599999999,0.0,0.0,2015
114,3,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,12401.287499999999,27009.459091716202,17739.75,0.0,0.0,2015
115,3,In,0.0,710-04,"General Office Building [200,001-300,000]","OFFICE, MULTI-STORY",Office,sq. ft.,1467154.1467,4239396.251653147,0.0,0.0,0.0,2015
116,3,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,707008.9625,567194.5407183889,0.0,0.0,0.0,2015
117,3,In,0.0,760-00,Research Center,PROFESSIONAL BUILDING,Office,sq. ft.,5910.301599999999,22278.501359642203,0.0,0.0,0.0,2015
118,3,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,207253.656333,393361.06636067363,329419.93,0.0,0.0,2015
119,3,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,262808.1544,357245.711472297,1250939.72,0.0,0.0,2015
120,3,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,62808.608,65577.7867864217,89845.73999999999,0.0,0.0,2015
121,3,In,0.0,820-11,"Shopping Center/General Retail [1,200,001-more]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,76539.372,100787.44399411883,97321.9,0.0,0.0,2015
122,3,In,0.0,880-00,Pharmacy/Drugstore w/o Drive-Thru,"STORES, ONE STORY",Commercial/Retail,sq. ft.,2261.969,4095.647528670664,3235.66,0.0,0.0,2015
123,3,In,0.0,890-00,Furniture Store (free standing),"WHOLESALE, PRODUCE, MFG",Commercial/Retail,sq. ft.,32294.801399999997,123409.69197301348,0.0,-4230.3244196898395,-10429.91441968984,2015
124,3,In,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,19706.08975,3534.0310955454074,0.0,0.0,0.0,2015
125,3,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,222186.4351,112760.50714500787,1682348.4799999997,0.0,0.0,2015
126,3,In,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,130245.5,80521.66711007712,148545.54,0.0,0.0,2015
127,3,In,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,1438.22125,2828.2138869992327,2057.33,0.0,0.0,2015
128,3,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,58086.450000000004,175411.38791421766,83090.95999999999,0.0,0.0,2015
129,3,Out,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,252144.34249049996,507730.9730417042,376803.96,0.0,0.0,2015
130,3,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,5286758.0577,3651750.0238877553,7954443.8,0.0,0.0,2015
131,3,Out,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,68592.34374999999,84652.56251536711,103859.38,0.0,0.0,2015
132,3,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,4255221.626499999,8316057.435948892,6027268.47,0.0,0.0,2015
133,3,Out,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,4560459.746,9817140.242741143,6658957.319999999,-3638.0790009332623,-7822.2630009332615,2015
134,3,Out,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,3562875.3,7571929.837997998,2729035.44,-8460.648839379679,-148760.58883937966,2015
135,3,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,27256.100000000002,55635.542628504954,3754.7,-4230.3244196898395,-27633.69441968984,2015
136,3,Out,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,2198462.1,3574430.653060793,3413820.01,4230.3244196898395,2154.2044196898387,2015
137,3,Out,0.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,0.0,0.0,0.0,-3172.7433147673796,-8615.52831476738,2015
138,3,Out,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,399340.2,740794.5289238022,0.0,4230.3244196898395,9053.22441968984,2015
139,3,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,676538.8,978611.6834586932,624467.84,4230.3244196898395,2154.2044196898387,2015
140,3,Out,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-143877.23899999997,-110753.12827121932,0.0,0.0,0.0,2015
141,3,Out,0.0,491-00,Racquet Club,OUTDOOR RECREATIONAL,Other,court,85350.2,71958.00529871038,108525.29,0.0,0.0,2015
142,3,Out,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,110773.496,93377.7837829571,50083.5,0.0,0.0,2015
143,3,Out,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,47213.25,893519.5042681622,43878.729999999996,4230.3244196898395,1750.7844196898395,2015
144,3,Out,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,50864.0,182087.1013575578,0.0,4230.3244196898395,2154.2044196898387,2015
145,3,Out,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,99450.0,97388.86199597963,126453.59999999999,0.0,0.0,2015
146,3,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,49922.56975,52026.472554809196,7970.05,0.0,0.0,2015
147,3,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,93914.88925000001,1093685.1796772138,101152.55,0.0,0.0,2015
148,3,Out,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,268771.2512,318922.30251511297,282705.38,0.0,0.0,2015
149,3,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,12439.8537,11941.767539549352,0.0,0.0,0.0,2015
150,3,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-44275.25543,-80612.91697927474,1552777.36,-4230.3244196898395,-9188.49441968984,2015
