,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
28,1,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,-14358.0,-31209.084980852,46749.64000000001,-4675.269018235524,-33250.20101823552,2020
29,2,In,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-4957.723999999999,-9333.823671571548,17986.92,5698.4281954785565,-14690.693804521445,2020
30,2,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-60460.76572000001,-38823.23427250507,946574.68,31305.82871481112,-1219728.4972851889,2020
31,2,In,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,158975.25199999998,183468.62868040692,0.0,-2685.7928402629605,-19101.17484026296,2020
32,2,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-56740.0,-104032.37169188494,270140.95,-5447.3752492105905,-56499.20524921059,2020
33,2,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-61393.44000000002,-124311.19031451963,1951144.5399999998,8066.852216874466,-1821.619783125534,2020
34,2,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,3697650.0,7282541.527890876,4930223.239999999,-118473.30639826611,-354296.6123982661,2020
35,2,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,27792.0,51663.533738512364,11311.34,26805.823074158892,-446287.15292584104,2020
36,2,In,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,132891.3,202326.21196561324,102573.34,-49339.009213719546,-145645.34521371956,2020
37,2,In,0.0,252-00,Senior Adult Housing-Attached,HOMES FOR THE AGED,Other,unit,356825.0,713569.4986281303,0.0,49339.009213719546,145645.34521371956,2020
38,2,In,0.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,35332.0,63036.56420313366,0.0,-3334.7410221254386,-34587.34502212544,2020
39,2,In,0.0,255-00,Continuing Care Retirement Community,HOMES FOR THE AGED,Other,unit,284004.0,518398.59792227397,0.0,-10302.644493072203,-64886.8744930722,2020
40,2,In,0.0,30-00,Truck Terminals,SERVICE STATIONS,Commercial/Retail,sq. ft.,797284.748,1438186.455533792,0.0,-7839.483510820457,-55753.88351082046,2020
41,2,In,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1660432.0,2892893.400276119,52509.84,-7048.429887674223,-73105.06788767422,2020
42,2,In,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,-73980.0,-98301.7749461455,206017.28,31580.56590129305,82792.83790129305,2020
43,2,In,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-86416.0,-59069.22799454484,51335.71,5106.322190129578,15073.510190129578,2020
44,2,In,0.0,480-00,Amusement Park,TOURIST ATTRACTIONS,Other,acre,29272.95,16267.351606747325,47656.36,-1103.6855939704933,-7849.343593970494,2020
45,2,In,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,41081.094000000005,32376.41122658651,0.0,-9639.485767081347,-120647.60576708135,2020
46,2,In,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,16874.0,296624.9151881167,0.0,-3348.9515662538142,-21463.633566253815,2020
47,2,In,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,67355.0,61681.349175009236,7603.53,-2079.476290785607,-14789.090290785607,2020
48,2,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,-41795.04587,-39187.360548819175,0.0,2581.5821833215396,1449.73218332154,2020
49,2,In,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,69581.421,754006.7057408179,0.0,9378.959124727797,-2117.9108752722022,2020
50,2,In,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,385087.834,326796.67612169543,217683.53,21912.659045954948,28743.575045954945,2020
51,2,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,368716.61100000003,639482.2845715138,5879216.8,2368.4240213959083,-534.8259786040917,2020
52,2,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,-665380.30217,-1309647.6839921412,0.0,30590.564660349555,84665.71266034956,2020
53,2,In,0.0,710-05,"General Office Building [300,001-400,000]","OFFICE, MULTI-STORY",Office,sq. ft.,1935200.456,5266398.321004839,0.0,-8066.852216874466,-50805.68021687446,2020
54,2,In,0.0,710-06,"General Office Building [400,001-500,000]","OFFICE, MULTI-STORY",Office,sq. ft.,2564962.438,7223685.750331905,0.0,-5395.269920739878,-33979.84392073988,2020
55,2,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,68709.21050000002,47276.76574312484,0.01,-801.1733006571305,-2049.7683006571306,2020
56,2,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,278006.19162,469124.27704902587,2559428.79,8594.007005408996,26823.694005408994,2020
57,2,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,691927.36992,834010.0697173115,83388.92,295.0732019024547,920.9852019024547,2020
58,2,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-160038.42487,-151020.31698370338,135900.09,8625.621991327112,26922.370991327112,2020
59,2,In,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,2072724.1260000002,4681401.48854528,78757.43,15143.57825477955,47266.27625477955,2020
60,2,In,0.0,820-08,"Shopping Center/General Retail [600,001-800,000]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,1013.9219999999914,1294.9614092017873,1650.6699999999998,5005.706103702356,15623.856103702356,2020
61,2,In,0.0,850-00,Supermarket (free standing),SUPERMARKETS,Commercial/Retail,sq. ft.,214221.048,221906.37931644006,0.0,605.9538967639694,1891.3088967639694,2020
62,2,In,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,210291.585,438400.5268786817,342354.58,17156.399024899867,53548.711024899865,2020
63,2,In,0.0,890-00,Furniture Store (free standing),"WHOLESALE, PRODUCE, MFG",Commercial/Retail,sq. ft.,3605.1,11868.476305057186,0.0,17177.475682178614,53614.49568217861,2020
64,2,In,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-124429.949,-19068.30046723713,0.0,-17177.475682178614,-53614.49568217861,2020
65,2,In,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-93362.55,-74899.4196127471,0.0,-5811.88824461442,-32620.29924461442,2020
66,2,In,0.0,931-00,Quality Restaurant,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,273320.73600000003,3827081.421456658,0.0,35566.85915788516,111011.60915788516,2020
67,2,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,507914.12,222264.7529397824,0.0,-44708.85925254156,-139545.70425254156,2020
68,2,In,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,338400.0,189231.20964879,70746.04000000001,-38791.58772153342,-471995.2317215334,2020
69,2,In,0.0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,108738.23999999999,98439.4285867969,0.0,-5622.1983291057,-50625.8073291057,2020
70,2,In,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,93003.066,165282.28447054737,172589.50999999998,24069.542612328798,63196.748612328796,2020
71,2,In,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,79001.824,211755.53793543496,0.0,-1975.9366198825091,-6167.311619882509,2020
72,2,In,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,25533.0,46814.56726134822,46008.61,-9779.568977338498,-36540.250977338495,2020
73,2,In,1.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,314736.0,637286.4396396528,8630.26,41847.7030269517,130615.4370269517,2020
74,2,In,1.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,448200.0,882732.3064110152,0.0,-1329.410157856952,-4149.367257856952,2020
75,2,In,1.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,62532.0,116242.95091165282,49344.28999999999,-6644.416207124916,-61094.643207124915,2020
76,2,In,1.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,9960.0,15164.04061949509,9716.44,-12150.692921197511,-114172.28492119751,2020
77,2,In,1.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,200944.0,350095.3796512501,0.0,-12888.37592595365,-56620.41792595365,2020
78,2,In,1.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,25893.0,34405.62123115092,327742.72,-9431.80413223918,-86724.36413223918,2020
79,2,In,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,8007.036,13886.973141891769,25553.84,-8509.700376294008,-78245.72537629401,2020
80,2,In,1.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,52222.100000000006,35932.474996405894,0.0,-18067.964452205662,-150091.76745220568,2020
81,2,In,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,26824.8,45265.77208102509,702209.4,-6180.729746992489,-52667.53074699249,2020
82,2,In,1.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-355862.016,-428935.9225784318,0.0,-7308.330911405439,-45781.76991140544,2020
83,2,Out,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-1248.595,-2049.7683006571306,0.0,-2097.1273992353026,-13137.083399235304,2020
84,2,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,1169012.7824000001,654550.6582022023,758065.73,29096.32537330991,90815.70937330992,2020
85,2,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,69166.06,110358.80567601914,567402.01,21002.88897827115,162.48097827114543,2020
86,2,Out,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,1009386.24,1778608.745050802,350501.11,-4431.4198844997045,-13831.398654499704,2020
87,2,Out,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,2729040.0,4677371.41310501,609913.96,-7308.330911405439,-38452.029911405436,2020
88,2,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,6948.0,11239.808283767474,0.0,-1697.8301270894463,-5299.283067089446,2020
89,2,Out,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,226365.9,299917.2133537471,225914.2,4109.948169355619,1018.1881693556188,2020
90,2,Out,0.0,253-00,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,14628.0,23246.838975983235,0.0,-12906.765309429353,-40284.76503942935,2020
91,2,Out,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,937615.28,1421578.3447785508,16678.35,-159535.21986850168,-178417.2648685017,2020
92,2,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,70281.0,81268.0336148853,0.0,71434.28874316308,77436.13774316308,2020
93,2,Out,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-685927.0,-408018.4670929071,0.0,-172434.4407583814,-413964.4407583814,2020
94,2,Out,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,16963.614,11657.650296746722,0.0,535080.0687450804,1284570.0687450804,2020
95,2,Out,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,22496.0,12288.048999104492,37838.27,167101.4168174005,401161.4168174005,2020
96,2,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,225103.54476000002,184038.83480859562,0.0,275539.5702840114,661489.5702840114,2020
97,2,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,-10427.326000000001,-98528.25712533861,2452.87,446196.3363953992,1071186.3363953992,2020
98,2,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,190712.15399999998,141124.40964264216,0.0,177767.46469936223,418818.99469936226,2020
99,2,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-117662.7468,-177942.92762296,2401816.58,0.0,0.0,2020
100,2,Out,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,-6596.4944,-11321.492205777355,3721.72,106660.47881961736,20456.678819617373,2020
101,2,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,120969.1,72579.36830863841,0.0,15999.071822942598,38409.0718229426,2020
102,2,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-7052.910539999983,-10377.858609008694,880417.96,1777.6746469936224,213.95464699362265,2020
103,2,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,534411.2390399999,561684.3221443731,1445798.06,245319.1012851199,577970.2112851199,2020
104,2,Out,0.0,820-09,"Shopping Center/General Retail [800,001-1,000,000]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,62004.46399999996,67912.14843043593,99190.42,-14221.39717594898,-123323.23717594898,2020
105,2,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,49196.49,89431.23455149619,76690.74,53330.23940980868,128030.23940980868,2020
106,2,Out,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-152421.689,-20367.595804774024,0.0,37331.16758686607,-17644.89241313393,2020
107,2,Out,0.0,931-00,Quality Restaurant,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,595674.1440000001,7272936.643544271,0.0,72884.66052673853,20083.480526738538,2020
108,2,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,559578.7792,213524.38599914365,300157.03,277908.5329070929,-408018.4670929071,2020
109,2,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,176720.0,86169.59436702958,0.0,10987.033614885295,81268.0336148853,2020
110,2,Out,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,13073.999999999998,30557.09565698729,0.0,65186.86972485847,-40221.96107514154,2020
111,2,Out,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-5674.0,-9053.22441968984,0.0,-113517.53863473896,70043.21636526105,2020
112,2,Out,1.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,47808.0,84241.02044762245,14350.91,-21929.30781621868,13530.94218378132,2020
113,2,Out,1.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,26328.034,19482.388391992103,0.0,-111095.78029329567,68548.92970670432,2020
114,2,Out,1.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,373283.4,223963.58551151323,523647.30000000005,92484.47209448747,-57065.27790551253,2020
115,2,Out,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-6784.439,-9982.82174204982,27451.02,-13424.550176189521,8283.289823810479,2020
116,3,In,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-102467.26599999997,-191895.22470293037,48262.32,-28374.617417855126,17507.862582144877,2020
117,3,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,1343990.6639999999,858563.3325232731,2399687.43,-20346.583860787243,12554.361139212757,2020
118,3,In,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,253516.77599999998,290326.9274903585,30119.380000000005,-24045.96274456674,14836.972255433258,2020
119,3,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,127542.09,215937.95905662543,289523.22,-43973.029412348056,27132.48058765194,2020
120,3,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,7968.0,15878.939535711543,23961.77,-34133.44434002734,21061.205659972664,2020
121,3,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,2772006.0,5130665.4120733,2199821.99,-30796.375759298408,19002.149240701594,2020
122,3,In,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,23418.0,33580.05246076704,11962.539999999999,15255.17065476082,-9412.82934523918,2020
123,3,In,0.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,388842.0,645786.9261996348,633034.77,55795.7866697877,-34427.4233302123,2020
124,3,In,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,15240.680000000002,164281.26234683357,5353.83,-64205.19949322461,39616.2455067754,2020
125,3,In,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,1414292.7359999998,1475732.5385157645,2302462.52,-35029.68561599454,-189288.29061599454,2020
126,3,In,0.0,620-00,Nursing Home,"SANITARIUM, CONVALESCENT & REST HOME",Other,bed,41368.0,93538.63230185102,2736.0,-15445.860287945332,-31131.02028794533,2020
127,3,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,169027.59176,275394.9968509927,242664.46000000002,-18458.756492260596,-37203.496492260594,2020
128,3,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,682935.822,1337107.1308295664,0.0,-70639.09887390025,227197.9731260998,2020
129,3,In,0.0,710-02,"General Office Building [100,001-150,000]",PROFESSIONAL BUILDING,Office,sq. ft.,-24207.566799999997,-51756.511988754435,0.54,6747901.5984181715,7045738.670418171,2020
130,3,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,48152.84,32542.631513071025,51032.76,3036.08503730187,7020.08503730187,2020
131,3,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,115223.29336000001,193346.85670599565,1845318.5099999998,-88046.46608175425,-203582.46608175425,2020
132,3,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,411807.632,482409.38765147683,288508.60000000003,3036.08503730187,7020.08503730187,2020
133,3,In,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,0.0,0.0,0.0,24288.68029841496,56160.68029841496,2020
134,3,In,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,-729938.0928,-1419628.1516911443,0.0,36433.020447622446,24884.14044762245,2020
135,3,In,0.0,820-05,"Shopping Center/General Retail [300,001-400,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,-207768.16832,-263551.68178150774,0.0,9108.255111905612,10839.665111905611,2020
136,3,In,0.0,820-09,"Shopping Center/General Retail [800,001-1,000,000]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,29100.143999999997,34377.70345160174,0.0,15180.425186509354,11907.935186509356,2020
137,3,In,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,122950.18000000001,243996.4450670597,42098.06,15180.425186509354,11907.935186509356,2020
138,3,In,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,51297.708,38706.231025501445,0.0,15180.425186509354,11907.935186509356,2020
139,3,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,86128.61600000001,36522.002135646515,5170.54,12144.34014920748,13729.430149207481,2020
140,3,In,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,25380.0,14117.435142675859,0.0,-12144.34014920748,-28080.34014920748,2020
141,3,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,-163173.57,-418843.4140307264,10050.69,12144.34014920748,28080.34014920748,2020
142,3,In,1.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-183858.62800000003,-117436.7048030714,1036901.55,-191273.35735001782,-457891.7773500178,2020
143,3,In,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-17349.0,-30716.637134655113,18247.68,589000.4972365629,1361896.497236563,2020
144,3,In,1.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,480840.0,952736.3721426926,446341.76,30360.850373018708,70200.85037301871,2020
145,3,In,1.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,616500.0,1129422.1132880077,0.0,-30360.850373018708,-70200.85037301871,2020
146,3,In,1.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-6948.0,-12711.828644708969,0.0,-51613.4456341318,-120942.9356341318,2020
