,Ring,SMART,STATUS,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
14,1,In,Assessed,0.0,820-09,"Shopping Center/General Retail [800,001-1,000,000]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,20019625.4556,23560968.410736136,15156080.440000001,3541342.955136135,8404887.970736135,2015
15,1,In,Assessed,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,165750.459,67960.04561625686,154290.21,-97790.41338374314,-86330.16438374313,2015
16,1,In,Assessed,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,93644.70399999998,235179.51535267924,0.0,141534.81135267927,235179.51535267924,2015
17,1,In,Collected,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-39378.53276,-73331.0401433507,0.0,-33952.507383350705,-73331.0401433507,2015
18,1,In,Collected,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-111753.40320000002,-70979.0030712078,72237.97,40774.400128792215,-143216.97307120782,2015
19,1,In,Collected,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,821142.7821999999,937350.5549466764,152379.08000000002,116207.77274667646,784971.4749466763,2015
20,1,In,Collected,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-103692.34999999999,-205067.06200764404,813035.2899999999,-101374.71200764405,-1018102.352007644,2015
21,1,In,Collected,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-257366.4,-562095.5258971844,50707.57000000001,-304729.12589718436,-612803.0958971845,2015
22,1,In,Collected,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,3255177.0,6915153.129121582,210675.56000000003,3659976.129121582,6704477.569121582,2015
23,1,In,Collected,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,26576.1,53287.52882480856,24503.84,26711.428824808565,28783.688824808563,2015
24,1,In,Collected,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,16932.0,27805.703323070375,21451.48,10873.703323070375,6354.223323070375,2015
25,1,In,Collected,0.0,30-00,Truck Terminals,SERVICE STATIONS,Commercial/Retail,sq. ft.,34216.733850000004,61050.79984676192,49478.189999999995,26834.065996761914,11572.609846761923,2015
26,1,In,Collected,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,-259349.96000000005,-487379.82279636996,0.0,-228029.8627963699,-487379.82279636996,2015
27,1,In,Collected,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,138342.6,198277.29724270824,0.0,59934.69724270824,198277.29724270824,2015
28,1,In,Collected,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-73453.59999999999,-54156.457053654514,0.0,19297.142946345477,-54156.457053654514,2015
29,1,In,Collected,0.0,490-00,Tennis Courts,OUTDOOR RECREATIONAL,Other,court,32362.899999999998,24648.06966927326,46294.18,-7714.830330726738,-21646.11033072674,2015
30,1,In,Collected,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,4481.461800000001,3493.4736687117916,6785.37,-987.9881312882094,-3291.8963312882083,2015
31,1,In,Collected,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,5315.9,92430.95775096207,36991.46,87115.05775096208,55439.49775096207,2015
32,1,In,Collected,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,23776.2,78672.89066434088,0.0,54896.69066434089,78672.89066434088,2015
33,1,In,Collected,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,31346.435150000005,29071.030910072834,45595.98,-2275.404239927171,-16524.94908992717,2015
34,1,In,Collected,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,128916.25299999998,102504.77995395711,0.0,-26411.47304604287,102504.77995395711,2015
35,1,In,Collected,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,151292.39046,245850.73474618205,538413.78,94558.34428618205,-292563.045253818,2015
36,1,In,Collected,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,33427.695,21550.524380241346,37295.24,-11877.170619758654,-15744.715619758652,2015
37,1,In,Collected,0.0,760-00,Research Center,PROFESSIONAL BUILDING,Office,sq. ft.,-7502.8344,-23947.3384599408,0.0,-16444.5040599408,-23947.3384599408,2015
38,1,In,Collected,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,245077.40837999998,387485.3880898766,3019188.56,142407.97970987664,-2631703.1719101234,2015
39,1,In,Collected,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,548029.8432,618918.6996245785,1824491.3299999996,70888.85642457847,-1205572.6303754211,2015
40,1,In,Collected,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,1805687.2592,3821162.71353298,2734030.36,2015475.45433298,1087132.3535329802,2015
41,1,In,Collected,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,11329.99,1626.8038866323338,0.0,-9703.186113367667,1626.8038866323338,2015
42,1,In,Collected,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,38161.39599999999,15646.715119745411,132234.37000000002,-22514.680880254582,-116587.65488025462,2015
43,1,In,Collected,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,187765.0,98377.47328801526,0.0,-89387.52671198474,98377.47328801526,2015
44,1,In,Collected,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,24349.5369,40545.098321533354,34831.340000000004,16195.561421533355,5713.758321533351,2015
45,2,In,Assessed,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-3651.28125,-8087.3010093330195,0.0,-4436.0197593330195,-8087.3010093330195,2015
46,2,In,Assessed,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,18387.944600000006,13890.962228720717,97118.9,-4496.9823712792895,-83227.93777127928,2015
47,2,In,Assessed,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,108925.1234,147890.8917666528,0.0,38965.76836665282,147890.8917666528,2015
48,2,In,Assessed,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,19291.6,41612.94867675397,89208.64,22321.348676753973,-47595.69132324603,2015
49,2,In,Assessed,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-6772.799999999999,-16133.833914927927,0.0,-9361.033914927928,-16133.833914927927,2015
50,2,In,Assessed,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,266679.0,617912.6144877106,0.0,351233.61448771064,617912.6144877106,2015
51,2,In,Assessed,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,12077.361,26412.981623814445,4224.04,14335.620623814444,22188.941623814444,2015
52,2,In,Assessed,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,471954.00000000006,967368.8121942437,0.0,495414.8121942436,967368.8121942437,2015
53,2,In,Assessed,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-90072.477,-72433.64082831061,0.0,17638.836171689385,-72433.64082831061,2015
54,2,In,Assessed,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,1886.4900000000002,1749.1308064066186,0.0,-137.35919359338163,1749.1308064066186,2015
55,2,In,Assessed,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,26479.199999999997,547615.2280396002,19082.329999999998,521136.0280396002,528532.8980396002,2015
56,2,In,Assessed,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,1407.37866,1552.4343454957343,2013.22,145.05568549573422,-460.7856545042657,2015
57,2,In,Assessed,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-350981.90462999995,-716146.0734823176,93615.54000000001,-365164.16885231767,-809761.6134823177,2015
58,2,In,Assessed,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,25442.795000000002,20595.801285756774,0.34,-4846.993714243228,20595.461285756774,2015
59,2,In,Assessed,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-304565.4261,-604637.5505722926,1591747.62,-300072.12447229266,-2196385.170572293,2015
60,2,In,Assessed,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,664605.8064,942444.9461139938,0.0,277839.13971399376,942444.9461139938,2015
61,2,In,Assessed,0.0,820-11,"Shopping Center/General Retail [1,200,001-more]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,23345.760000000002,32684.58427412231,29684.88,9338.824274122308,2999.7042741223086,2015
62,2,In,Assessed,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,50158.12277000001,25822.76001675088,694252.41,-24335.36275324913,-668429.6499832491,2015
63,2,In,Assessed,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,58327.0,38371.88417878242,0.0,-19955.11582121758,38371.88417878242,2015
64,2,In,Assessed,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,932.0018799999998,2938.972492528439,0.0,2006.9706125284392,2938.972492528439,2015
65,2,In,Collected,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,2225.82105,4930.018695289408,3370.14,2704.1976452894082,1559.8786952894084,2015
66,2,In,Collected,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,93026.72,70275.9705824749,158402.75,-22750.749417525105,-88126.7794175251,2015
67,2,In,Collected,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,98140.39004,133248.13732864434,38152.53999999999,35107.74728864434,95095.59732864435,2015
68,2,In,Collected,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,1446.8700000000008,3120.97115075655,1129482.76,1674.101150756549,-1126361.7888492434,2015
69,2,In,Collected,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,731462.3999999999,1742454.0628122154,325815.61,1010991.6628122155,1416638.4528122153,2015
70,2,In,Collected,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1695316.5,3928158.763529018,122925.98000000001,2232842.263529018,3805232.783529018,2015
71,2,In,Collected,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,135833.4,297065.3189964461,78998.14,161231.9189964461,218067.17899644608,2015
72,2,In,Collected,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-27514.5,-49283.13201335904,49181.42,-21768.63201335904,-98464.55201335903,2015
73,2,In,Collected,0.0,253-00,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,-288049.69999999995,-618860.367026429,0.0,-330810.6670264291,-618860.367026429,2015
74,2,In,Collected,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1366419.2000000002,2800763.0372100007,707123.77,1434343.8372100005,2093639.2672100007,2015
75,2,In,Collected,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,723154.5,1130470.4118806734,728373.7899999999,407315.9118806734,402096.62188067345,2015
76,2,In,Collected,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,4657.534200000001,4318.409613150563,0.0,-339.12458684943795,4318.409613150563,2015
77,2,In,Collected,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,27081.0,560061.0286768638,9415.69,532980.0286768638,550645.3386768638,2015
78,2,In,Collected,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,23776.2,93573.98256905623,0.0,69797.78256905623,93573.98256905623,2015
79,2,In,Collected,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,148192.4,109214.09779783785,0.0,-38978.302202162144,109214.09779783785,2015
80,2,In,Collected,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,668331.5434,667253.5080747704,0.0,-1078.0353252295172,667253.5080747704,2015
81,2,In,Collected,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-101780.21764199999,-207673.10867303275,166732.32,-105892.89103103276,-374405.4286730328,2015
82,2,In,Collected,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,-148192.982097,-343157.3071012193,0.0,-194964.3250042193,-343157.3071012193,2015
83,2,In,Collected,0.0,710-03,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,-862430.36685,-2506557.1851323536,0.0,-1644126.8182823537,-2506557.1851323536,2015
84,2,In,Collected,0.0,710-04,"General Office Building [200,001-300,000]","OFFICE, MULTI-STORY",Office,sq. ft.,1223644.1491999999,3759200.652082088,1870124.4400000002,2535556.502882088,1889076.2120820878,2015
85,2,In,Collected,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,94421.4425,76433.63344493044,29488.14,-17987.809055069563,46945.49344493044,2015
86,2,In,Collected,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,31549.284368999994,62633.11718421233,3914753.5500000003,31083.832815212336,-3852120.432815788,2015
87,2,In,Collected,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1106161.848,1568593.9442489285,778023.84,462432.09624892846,790570.1042489285,2015
88,2,In,Collected,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,182698.3829,485456.32514649554,0.0,302757.9422464955,485456.32514649554,2015
89,2,In,Collected,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,47594.05085000001,8580.662257848464,0.0,-39013.38859215155,8580.662257848464,2015
90,2,In,Collected,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,-68622.10535249999,-35328.51830375238,578899.8400000001,33293.587048747606,-614228.3583037525,2015
91,2,In,Collected,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,314806.0,207103.0461156202,36293.4,-107702.9538843798,170809.6461156202,2015
92,2,In,Collected,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,42525.363999999994,134099.38081965983,0.0,91574.01681965982,134099.38081965983,2015
93,2,In,Collected,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,36612.899999999994,117561.40115296113,0.0,80948.50115296114,117561.40115296113,2015
94,2,Out,Assessed,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,12702.564049999999,24533.281881076076,21400.21,11830.717831076077,3133.0718810760773,2015
95,2,Out,Assessed,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,42424.481750000006,27946.12672225143,14637.970000000001,-14478.355027748577,13308.156722251428,2015
96,2,Out,Assessed,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-4822.9,-9053.22441968984,230208.52,-4230.3244196898395,-239261.7444196898,2015
97,2,Out,Assessed,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,149001.6,308883.7416412823,155012.66,159882.14164128227,153871.08164128228,2015
98,2,Out,Assessed,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,651882.0,1314443.7912740358,20879.859999999997,662561.7912740358,1293563.9312740357,2015
99,2,Out,Assessed,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,23623.2,44959.233135069895,29098.92,21336.033135069894,15860.313135069897,2015
100,2,Out,Assessed,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,80427.0,125364.14154045087,0.0,44937.14154045087,125364.14154045087,2015
101,2,Out,Assessed,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-58625.15449999999,-41026.73877776712,0.0,17598.415722232872,-41026.73877776712,2015
102,2,Out,Assessed,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,1540.6335000000001,1245.584091889641,174.75,-295.0494081103591,1070.834091889641,2015
103,2,Out,Assessed,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,16449.2,296634.3032759923,109800.78,280185.10327599227,186833.52327599228,2015
104,2,Out,Assessed,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,27738.9,95193.61900523602,0.0,67454.71900523602,95193.61900523602,2015
105,2,Out,Assessed,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,35968.353500000005,34596.229796387845,8280.58,-1372.1237036121602,26315.649796387843,2015
106,2,Out,Assessed,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,40319.07425,448207.8671728516,0.0,407888.7929228516,448207.8671728516,2015
107,2,Out,Assessed,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,78964.30725000001,140492.66570995076,280686.51,61528.358459950745,-140193.84429004925,2015
108,2,Out,Assessed,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,52682.192500000005,37186.35831273867,0.0,-15495.834187261338,37186.35831273867,2015
109,2,Out,Assessed,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,19561.426549999996,33862.652334234896,330027.86000000004,14301.225784234899,-296165.20766576513,2015
110,2,Out,Assessed,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1352.69,1309.4725454562426,2048.14,-43.21745454375741,-738.6674545437572,2015
111,2,Out,Assessed,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,190204.15575,85386.12819800091,874375.65,-104818.0275519991,-788989.5218019991,2015
112,2,Out,Assessed,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,144619.0,82961.15202357635,0.0,-61657.847976423654,82961.15202357635,2015
113,2,Out,Assessed,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,24408.6,68340.70096242729,0.0,43932.10096242729,68340.70096242729,2015
114,2,Out,Collected,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,8321.026549999999,16070.935685702603,16405.45,7749.9091357026045,-334.5143142973975,2015
115,2,Out,Collected,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,2118319.5304,1395393.0276302914,3050339.94,-722926.5027697086,-1654946.9123697085,2015
116,2,Out,Collected,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,332839.311,394052.34460288135,176496.27,61213.03360288136,217556.07460288136,2015
117,2,Out,Collected,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,128771.43,241721.0920057187,419482.57,112949.66200571871,-177761.4779942813,2015
118,2,Out,Collected,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-250830.648,-519977.6987129495,111417.88,-269147.05071294954,-631395.5787129495,2015
119,2,Out,Collected,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1957762.5,3947599.0484691006,247821.33000000002,1989836.5484691006,3699777.7184691005,2015
120,2,Out,Collected,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,128628.32400000001,244803.02442045556,93745.01,116174.70042045556,151058.01442045555,2015
121,2,Out,Collected,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,158737.5,247429.22672457408,39745.340000000004,88691.72672457408,207683.88672457408,2015
122,2,Out,Collected,0.0,253-00,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,19686.85,36807.49504530679,0.0,17120.64504530679,36807.49504530679,2015
123,2,Out,Collected,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,338818.024,604357.2028052968,52203.96,265539.1788052968,552153.2428052968,2015
124,2,Out,Collected,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,31441.5,42772.64927099226,0.0,11331.14927099226,42772.64927099226,2015
125,2,Out,Collected,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,62.88300000000001,50.84016701590372,95.21000000000001,-12.042832984096293,-44.36983298409629,2015
126,2,Out,Collected,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,3610.7999999999997,65114.84706058368,5165.139999999999,61504.047060583674,59949.70706058368,2015
127,2,Out,Collected,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,29529.850000000006,27741.649082513555,0.0,-1788.2009174864506,27741.649082513555,2015
128,2,Out,Collected,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,5975.5,3840.0153122201536,7598.0199999999995,-2135.4846877798464,-3758.004687779846,2015
129,2,Out,Collected,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,1567.7740000000001,1507.966428677425,2373.8,-59.807571322575086,-865.8335713225752,2015
130,2,Out,Collected,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,44265.54945,38536.36088927927,0.0,-5729.18856072073,38536.36088927927,2015
131,2,Out,Collected,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,323641.66755,575820.6738261884,623068.61,252179.00627618842,-47247.936173811555,2015
132,2,Out,Collected,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,-465755.2305,-940436.093718432,2380.28,-474680.863218432,-942816.373718432,2015
133,2,Out,Collected,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,199114.37,140547.26951683385,9183.89,-58567.10048316614,131363.37951683387,2015
134,2,Out,Collected,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,229334.97272099997,397000.2100553585,2514852.4,167665.2373343585,-2117852.1899446417,2015
135,2,Out,Collected,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-151049.67839999998,-186774.50671671447,405367.83999999997,-35724.8283167145,-592142.3467167144,2015
136,2,Out,Collected,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,17695.997,41001.18711861579,26793.890000000003,23305.19011861579,14207.297118615785,2015
137,2,Out,Collected,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,8457.33578,17940.36844083902,12805.41,9483.032660839022,5134.958440839022,2015
138,2,Out,Collected,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,329488.00920000003,147913.20033108848,297970.06,-181574.80886891155,-150056.85966891152,2015
